Statename,FIPS,Date,Days_from_Ref,RelativeMobility,CumulativeMobility,Actual-Predict,FatalityRA,CumFatality_Stayput,SchoolOpenNow1%,SchoolOpenNow2%,MaskMandate25%,MaskMandate50%,Shutdown1week,Shutdown2week,Population
US,0,2020-4-9,6,,,Actual,1885.4,18226,,,,,,,0
New York,36,2020-4-10,12,-67.6666666666667,4.52,Actual,941.8,11850,,,,,,,26161672
Capital District,36001,2020-4-10,7,-72.5555555555556,2.52444444444444,Actual,1.2,27,,,,,,,305506
US,0,2020-4-10,7,,,Actual,1811.4,20068,,,,,,,0
New York,36,2020-4-11,13,-58.3333333333333,4.93666666666667,Actual,940.4,12777,,,,,,,26161672
Capital District,36001,2020-4-11,8,-59.3333333333333,2.93111111111111,Actual,1.8,28,,,,,,,305506
US,0,2020-4-11,8,,,Actual,1842.6,23142,,,,,,,0
New York,36,2020-4-12,14,-64.6666666666667,5.29,Actual,922.2,13752,,,,,,,26161672
Capital District,36001,2020-4-12,9,-74.5555555555556,3.18555555555556,Actual,1.4,28,,,,,,,305506
US,0,2020-4-12,9,,,Actual,1884.2,24858,,,,,,,0
New York,36,2020-4-13,15,-70,5.59,Actual,909.6,14730,,,,,,,26161672
Capital District,36001,2020-4-13,10,-72.8888888888889,3.45666666666667,Actual,2.2,32,,,,,,,305506
US,0,2020-4-13,10,,,Actual,2029.8,27235,,,,,,,0
New York,36,2020-4-14,16,-63,5.96,Actual,872.6,15612,,,,,,,26161672
Capital District,36001,2020-4-14,11,-64.4444444444444,3.81222222222222,Actual,2,34,,,,,,,305506
US,0,2020-4-14,11,,,Actual,2048.2,29675,,,,,,,0
New York,36,2020-4-15,17,-63,6.33,Actual,887.6,16398,,,,,,,26161672
Capital District,36001,2020-4-15,12,-65,4.16222222222222,Actual,2,38,,,,,,,305506
US,0,2020-4-15,12,,,Actual,2190.4,32279,,,,,,,0
New York,36,2020-4-16,18,-64,6.69,Actual,901.2,17140,,,,,,,26161672
Capital District,36001,2020-4-16,13,-65.7777777777778,4.50444444444445,Actual,3,38,,,,,,,305506
US,0,2020-4-16,13,,,Actual,2300.6,34278,,,,,,,0
New York,36,2020-4-17,19,-63.3333333333333,7.05666666666667,Actual,698.6,18190,,,,,,,26161672
Capital District,36001,2020-4-17,14,-68.3333333333333,4.82111111111111,Actual,2.6,38,,,,,,,305506
US,0,2020-4-17,14,,,Actual,2107.4,36831,,,,,,,0
New York,36,2020-4-18,20,-59,7.46666666666667,Actual,665.200000000001,19236,,,,,,,26161672
Capital District,36001,2020-4-18,15,-63,5.19111111111111,Actual,2.2,47,,,,,,,305506
US,0,2020-4-18,15,,,Actual,1941,39198,,,,,,,0
New York,36,2020-4-19,21,-56.3333333333333,7.90333333333333,Actual,642.2,19105,,,,,,,26161672
Capital District,36001,2020-4-19,16,-56.4444444444444,5.62666666666667,Actual,2.4,47,,,,,,,305506
US,0,2020-4-19,16,,,Actual,2012.8,40404,,,,,,,0
New York,36,2020-4-20,22,-62,8.28333333333333,Actual,535.2,19724,,,,,,,26161672
Capital District,36001,2020-4-20,17,-62.1111111111111,6.00555555555556,Actual,3,49,,,,,,,305506
US,0,2020-4-20,17,,,Actual,1975.4,42064,,,,,,,0
New York,36,2020-4-21,23,-64.6666666666667,8.63666666666667,Actual,457.4,20351,,,,,,,26161672
Capital District,36001,2020-4-21,18,-67.5555555555556,6.33,Actual,3,50,,,,,,,305506
US,0,2020-4-21,18,,,Actual,1953.6,44429,,,,,,,0
New York,36,2020-4-22,24,-62.3333333333333,9.01333333333333,Actual,594.2,20866,,,,,,,26161672
Capital District,36001,2020-4-22,19,-66.6666666666667,6.66333333333333,Actual,4.2,53,,,,,,,305506
US,0,2020-4-22,19,,,Actual,2117.8,46708,,,,,,,0
New York,36,2020-4-23,25,-62.6666666666667,9.38666666666667,Actual,557.4,21523,,,,,,,26161672
Capital District,36001,2020-4-23,20,-63.5555555555556,7.02777777777778,Actual,3.8,62,,,,,,,305506
US,0,2020-4-23,20,,,Actual,2111.2,48966,,,,,,,0
New York,36,2020-4-24,26,-64,9.74666666666667,Actual,513.2,22076,,,,,,,26161672
Capital District,36001,2020-4-24,21,-68.3333333333333,7.34444444444444,Actual,3.8,68,,,,,,,305506
US,0,2020-4-24,21,,,Actual,1891.2,50993,,,,,,,0
New York,36,2020-4-25,27,-52,10.2266666666667,Actual,506.6,22511,,,,,,,26161672
Capital District,36001,2020-4-25,22,-49.8888888888889,7.84555555555556,Actual,5.4,68,,,,,,,305506
US,0,2020-4-25,22,,,Actual,1706.2,52620,,,,,,,0
New York,36,2020-4-26,28,-60,10.6266666666667,Actual,442.2,22917,,,,,,,26161672
Capital District,36001,2020-4-26,23,-64.6666666666667,8.19888888888889,Actual,3.6,69,,,,,,,305506
US,0,2020-4-26,23,,,Actual,1664.6,53885,,,,,,,0
New York,36,2020-4-27,29,-61.6666666666667,11.01,Actual,420.8,23399,,,,,,,26161672
Capital District,36001,2020-4-27,24,-63.4444444444444,8.56444444444445,Actual,2.4,80,,,,,,,305506
US,0,2020-4-27,24,,,Actual,1717,55239,,,,,,,0
New York,36,2020-4-28,30,-58.3333333333333,11.4266666666667,Actual,408.2,23734,,,,,,,26161672
Capital District,36001,2020-4-28,25,-58.2222222222222,8.98222222222222,Actual,3.4,80,,,,,,,305506
US,0,2020-4-28,25,,,Actual,1822.6,57289,,,,,,,0
New York,36,2020-4-29,31,-60.3333333333333,11.8233333333333,Actual,400.8,24180,,,,,,,26161672
Capital District,36001,2020-4-29,26,-60.5555555555556,9.37666666666667,Actual,4.8,80,,,,,,,305506
US,0,2020-4-29,26,,,Actual,1919.4,59578,,,,,,,0
New York,36,2020-4-30,32,-61.6666666666667,12.2066666666667,Actual,362.4,24552,,,,,,,26161672
Capital District,36001,2020-4-30,27,-63.2222222222222,9.74444444444445,Actual,2.6,85,,,,,,,305506
US,0,2020-4-30,27,,,Actual,1967.4,61733,,,,,,,0
New York,36,2020-5-1,33,-58.3333333333333,12.6233333333333,Actual,352.2,24921,,,,,,,26161672
Capital District,36001,2020-5-1,28,-62.7777777777778,10.1166666666667,Actual,3.6,93,,,,,,,305506
US,0,2020-5-1,28,,,Actual,1764.8,63482,,,,,,,0
New York,36,2020-5-2,34,-47.6666666666667,13.1466666666667,Actual,333.6,25211,,,,,,,26161672
Capital District,36001,2020-5-2,29,-42.8888888888889,10.6877777777778,Actual,6.2,93,,,,,,,305506
US,0,2020-5-2,29,,,Actual,1551.4,65076,,,,,,,0
New York,36,2020-5-3,35,-47.6666666666667,13.67,Actual,315.6,25495,,,,,,,26161672
Capital District,36001,2020-5-3,30,-43.4444444444444,11.2533333333333,Actual,5.2,98,,,,,,,305506
US,0,2020-5-3,30,,,Actual,1538,66113,,,,,,,0
New York,36,2020-5-4,36,-56.6666666666667,14.1033333333333,Actual,355.6,25848,,,,,,,26161672
Capital District,36001,2020-5-4,31,-56.7777777777778,11.6855555555556,Actual,4.4,111,,,,,,,305506
US,0,2020-5-4,31,,,Actual,1622,67335,,,,,,,0
New York,36,2020-5-5,37,-55.6666666666667,14.5466666666667,Actual,343.4,26130,,,,,,,26161672
Capital District,36001,2020-5-5,32,-52.3333333333333,12.1622222222222,Actual,4.4,111,,,,,,,305506
US,0,2020-5-5,32,,,Actual,1654,69423,,,,,,,0
New York,36,2020-5-6,38,-58,14.9666666666667,Actual,350,26699,,,,,,,26161672
Capital District,36001,2020-5-6,33,-58.5555555555556,12.5766666666667,Actual,3.4,115,,,,,,,305506
US,0,2020-5-6,33,,,Actual,1748.8,71592,,,,,,,0
New York,36,2020-5-7,39,-55.6666666666667,15.41,Actual,323.6,26928,,,,,,,26161672
Capital District,36001,2020-5-7,34,-55.1111111111111,13.0255555555556,Actual,2,115,,,,,,,305506
US,0,2020-5-7,34,,,Actual,1778.8,73346,,,,,,,0
New York,36,2020-5-8,40,-58,15.83,Actual,302,27245,,,,,,,26161672
Capital District,36001,2020-5-8,35,-58.3333333333333,13.4422222222222,Actual,2,115,,,,,,,305506
US,0,2020-5-8,35,,,Actual,1530,74857,,,,,,,0
New York,36,2020-5-9,41,-49.6666666666667,16.3333333333333,Actual,227.8,27466,,,,,,,26161672
Capital District,36001,2020-5-9,36,-50.7777777777778,13.9344444444444,Actual,1.2,121,,,,,,,305506
US,0,2020-5-9,36,,,Actual,1279.2,76229,,,,,,,0
New York,36,2020-5-10,42,-46.3333333333333,16.87,Actual,225.4,27640,,,,,,,26161672
Capital District,36001,2020-5-10,37,-44.4444444444444,14.49,Actual,1.6,121,,,,,,,305506
US,0,2020-5-10,37,,,Actual,1217.4,77073,,,,,,,0
New York,36,2020-5-11,43,-58.3333333333333,17.2866666666667,Actual,202.8,27838,,,,,,,26161672
Capital District,36001,2020-5-11,38,-60.8888888888889,14.8811111111111,Actual,1.8,121,,,,,,,305506
US,0,2020-5-11,38,,,Actual,1250.8,78423,,,,,,,0
New York,36,2020-5-12,44,-55,17.7366666666667,Actual,190.8,28055,,,,,,,26161672
Capital District,36001,2020-5-12,39,-54.7777777777778,15.3333333333333,Actual,1.4,123,,,,,,,305506
US,0,2020-5-12,39,,,Actual,1295.8,79890,,,,,,,0
New York,36,2020-5-13,45,-54,18.1966666666667,Actual,209,28259,,,,,,,26161672
Capital District,36001,2020-5-13,40,-52.6666666666667,15.8066666666667,Actual,1.6,124,,,,,,,305506
US,0,2020-5-13,40,,,Actual,1426.4,81520,,,,,,,0
New York,36,2020-5-14,46,-54.3333333333333,18.6533333333333,Actual,203.8,28420,,,,,,,26161672
Capital District,36001,2020-5-14,41,-54.3333333333333,16.2633333333333,Actual,1.8,128,,,,,,,305506
US,0,2020-5-14,41,,,Actual,1462.2,83129,,,,,,,0
New York,36,2020-5-15,47,-53.6666666666667,19.1166666666667,Actual,185.6,28685,,,,,,,26161672
Capital District,36001,2020-5-15,42,-57.7777777777778,16.6855555555556,Actual,1.4,129,,,,,,,305506
US,0,2020-5-15,42,,,Actual,1309,84635,,,,,,,0
New York,36,2020-5-16,48,-44,19.6766666666667,Actual,162.2,28857,,,,,,,26161672
Capital District,36001,2020-5-16,43,-39.5555555555556,17.29,Actual,1.2,130,,,,,,,305506
US,0,2020-5-16,43,,,Actual,1121.4,85734,,,,,,,0
New York,36,2020-5-17,49,-44.6666666666667,20.23,Actual,170.2,28983,,,,,,,26161672
Capital District,36001,2020-5-17,44,-39.7777777777778,17.8922222222222,Actual,1,130,,,,,,,305506
US,0,2020-5-17,44,,,Actual,1080.6,86435,,,,,,,0
New York,36,2020-5-18,50,-53,20.7,Actual,140.8,29070,,,,,,,26161672
Capital District,36001,2020-5-18,45,-52.3333333333333,18.3688888888889,Actual,0.8,130,,,,,,,305506
US,0,2020-5-18,45,,,Actual,1062.6,87127,,,,,,,0
New York,36,2020-5-19,51,-51.6666666666667,21.1833333333333,Actual,124.4,29271,,,,,,,26161672
Capital District,36001,2020-5-19,46,-47.6666666666667,18.8922222222222,Actual,0.6,133,,,,,,,305506
US,0,2020-5-19,46,,,Actual,1053.4,88532,,,,,,,0
New York,36,2020-5-20,52,-51,21.6733333333333,Actual,119.8,29389,,,,,,,26161672
Capital District,36001,2020-5-20,47,-46.1111111111111,19.4311111111111,Actual,0.6,133,,,,,,,305506
US,0,2020-5-20,47,,,Actual,1146.2,89948,,,,,,,0
New York,36,2020-5-21,53,-50.3333333333333,22.17,Actual,140.2,29479,,,,,,,26161672
Capital District,36001,2020-5-21,48,-45.5555555555556,19.9755555555556,Actual,2.8,133,,,,,,,305506
US,0,2020-5-21,48,,,Actual,1216.2,91001,,,,,,,0
New York,36,2020-5-22,54,-50.6666666666667,22.6633333333333,Actual,117,29582,,,,,,,26161672
Capital District,36001,2020-5-22,49,-48.5555555555556,20.49,Actual,2.2,133,,,,,,,305506
US,0,2020-5-22,49,,,Actual,1041.8,92166,,,,,,,0
New York,36,2020-5-23,55,-46.6666666666667,23.1966666666667,Actual,113.2,29771,,,,,,,26161672
Capital District,36001,2020-5-23,50,-38.1111111111111,21.1088888888889,Actual,2.2,144,,,,,,,305506
US,0,2020-5-23,50,,,Actual,851.4,93208,,,,,,,0
New York,36,2020-5-24,56,-41.3333333333333,23.7833333333333,Actual,107.2,29856,,,,,,,26161672
Capital District,36001,2020-5-24,51,-37.2222222222222,21.7366666666667,Actual,2.2,144,,,,,,,305506
US,0,2020-5-24,51,,,Actual,763.6,93741,,,,,,,0
New York,36,2020-5-25,57,-63,24.1533333333333,Actual,123.8,29955,,,,,,,26161672
Capital District,36001,2020-5-25,52,-69.2222222222222,22.0444444444444,Actual,2.2,144,,,,,,,305506
US,0,2020-5-25,52,,,Actual,798.8,94205,,,,,,,0
New York,36,2020-5-26,58,-49.6666666666667,24.6566666666667,Actual,92.8,30015,,,,,,,26161672
Capital District,36001,2020-5-26,53,-46.5555555555556,22.5788888888889,Actual,0,144,,,,,,,305506
US,0,2020-5-26,53,,,Actual,797.4,94819,,,,,,,0
New York,36,2020-5-27,59,-48.3333333333333,25.1733333333333,Actual,97.2,30201,,,,,,,26161672
Capital District,36001,2020-5-27,54,-45.3333333333333,23.1255555555556,Actual,0,144,,,,,,,305506
US,0,2020-5-27,54,,,Actual,902.8,96160,,,,,,,0
New York,36,2020-5-28,60,-50.3333333333333,25.67,Actual,94.8,30235,,,,,,,26161672
Capital District,36001,2020-5-28,55,-47,23.6555555555556,Actual,0.6,144,,,,,,,305506
US,0,2020-5-28,55,,,Actual,981.6,97195,,,,,,,0
New York,36,2020-5-29,61,-51,26.16,Actual,94.8,30342,,,,,,,26161672
Capital District,36001,2020-5-29,56,-51.7777777777778,24.1377777777778,Actual,0.6,144,,,,,,,305506
US,0,2020-5-29,56,,,Actual,960.6,98255,,,,,,,0
New York,36,2020-5-30,62,-37.3333333333333,26.7866666666667,Actual,84.4,30429,,,,,,,26161672
Capital District,36001,2020-5-30,57,-33.2222222222222,24.8055555555556,Actual,7.8,147,,,,,,,305506
US,0,2020-5-30,57,,,Actual,839.8,99113,,,,,,,0
New York,36,2020-5-31,63,-37.6666666666667,27.41,Actual,88.2,30489,,,,,,,26161672
Capital District,36001,2020-5-31,58,-33.6666666666667,25.4688888888889,Actual,7.8,147,,,,,,,305506
US,0,2020-5-31,58,,,Actual,812.4,99622,,,,,,,0
New York,36,2020-6-1,64,-47.3333333333333,27.9366666666667,Actual,78.4,30623,,,,,,,26161672
Capital District,36001,2020-6-1,59,-44,26.0288888888889,Actual,7.8,183,,,,,,,305506
US,0,2020-6-1,59,,,Actual,773.8,100359,,,,,,,0
New York,36,2020-6-2,65,-49,28.4466666666667,Actual,86.8,30676,,,,,,,26161672
Capital District,36001,2020-6-2,60,-46.3333333333333,26.5655555555556,Actual,7.2,183,,,,,,,305506
US,0,2020-6-2,60,,,Actual,782,101257,,,,,,,0
New York,36,2020-6-3,66,-49.3333333333333,28.9533333333333,Actual,87.2,30734,,,,,,,26161672
Capital District,36001,2020-6-3,61,-43,27.1355555555556,Actual,7.4,183,,,,,,,305506
US,0,2020-6-3,61,,,Actual,841.8,102124,,,,,,,0
New York,36,2020-6-4,67,-47,29.4833333333333,Actual,70.2,30863,,,,,,,26161672
Capital District,36001,2020-6-4,62,-41.2222222222222,27.7233333333333,Actual,0.2,183,,,,,,,305506
US,0,2020-6-4,62,,,Actual,814.2,103023,,,,,,,0
New York,36,2020-6-5,68,-49,29.9933333333333,Actual,78.4,30925,,,,,,,26161672
Capital District,36001,2020-6-5,63,-46.4444444444444,28.2588888888889,Actual,0.8,184,,,,,,,305506
US,0,2020-6-5,63,,,Actual,718.2,103831,,,,,,,0
New York,36,2020-6-6,69,-36.6666666666667,30.6266666666667,Actual,77.8,30974,,,,,,,26161672
Capital District,36001,2020-6-6,64,-30.7777777777778,28.9511111111111,Actual,0.8,184,,,,,,,305506
US,0,2020-6-6,64,,,Actual,634,104430,,,,,,,0
New York,36,2020-6-7,70,-34,31.2866666666667,Actual,59,31068,,,,,,,26161672
Capital District,36001,2020-6-7,65,-20.1111111111111,29.75,Actual,0.8,187,,,,,,,305506
US,0,2020-6-7,65,,,Actual,606.2,104848,,,,,,,0
New York,36,2020-6-8,71,-44.6666666666667,31.84,Actual,62.6,31123,,,,,,,26161672
Capital District,36001,2020-6-8,66,-38.4444444444444,30.3655555555556,Actual,0.6,187,,,,,,,305506
US,0,2020-6-8,66,,,Actual,598.4,105294,,,,,,,0
New York,36,2020-6-9,72,-44.3333333333333,32.3966666666667,Actual,59,31158,,,,,,,26161672
Capital District,36001,2020-6-9,67,-39.3333333333333,30.9722222222222,Actual,0.6,187,,,,,,,305506
US,0,2020-6-9,67,,,Actual,621.4,106054,,,,,,,0
New York,36,2020-6-10,73,-43.6666666666667,32.96,Actual,71,31238,,,,,,,26161672
Capital District,36001,2020-6-10,68,-39.8888888888889,31.5733333333333,Actual,1.8,187,,,,,,,305506
US,0,2020-6-10,68,,,Actual,679.6,106823,,,,,,,0
New York,36,2020-6-11,74,-46,33.5,Actual,63.6,31269,,,,,,,26161672
Capital District,36001,2020-6-11,69,-39.8888888888889,32.1744444444444,Actual,1.8,187,,,,,,,305506
US,0,2020-6-11,69,,,Actual,715,107537,,,,,,,0
New York,36,2020-6-12,75,-43.3333333333333,34.0666666666667,Actual,62,31423,,,,,,,26161672
Capital District,36001,2020-6-12,70,-41,32.7644444444444,Actual,1.8,196,,,,,,,305506
US,0,2020-6-12,70,,,Actual,617.6,108246,,,,,,,0
New York,36,2020-6-13,76,-31,34.7566666666667,Actual,52,31441,,,,,,,26161672
Capital District,36001,2020-6-13,71,-26,33.5044444444444,Actual,1.8,196,,,,,,,305506
US,0,2020-6-13,71,,,Actual,525.6,108869,,,,,,,0
New York,36,2020-6-14,77,-31.3333333333333,35.4433333333333,Actual,56.8,31468,,,,,,,26161672
Capital District,36001,2020-6-14,72,-27,34.2344444444444,Actual,1.8,196,,,,,,,305506
US,0,2020-6-14,72,,,Actual,517.4,109142,,,,,,,0
New York,36,2020-6-15,78,-42.3333333333333,36.02,Actual,31.2,31498,,,,,,,26161672
Capital District,36001,2020-6-15,73,-34,34.8944444444444,Actual,0,196,,,,,,,305506
US,0,2020-6-15,73,,,Actual,497,109451,,,,,,,0
New York,36,2020-6-16,79,-41.3333333333333,36.6066666666667,Actual,32.4,31553,,,,,,,26161672
Capital District,36001,2020-6-16,74,-33.4444444444444,35.56,Actual,0,196,,,,,,,305506
US,0,2020-6-16,74,,,Actual,483,110124,,,,,,,0
New York,36,2020-6-17,80,-41.3333333333333,37.1933333333333,Actual,31.2,31579,,,,,,,26161672
Capital District,36001,2020-6-17,75,-34.3333333333333,36.2166666666667,Actual,0,196,,,,,,,305506
US,0,2020-6-17,75,,,Actual,531,110731,,,,,,,0
New York,36,2020-6-18,81,-41.3333333333333,37.78,Actual,41,31603,,,,,,,26161672
Capital District,36001,2020-6-18,76,-33.4444444444444,36.8822222222222,Actual,0.4,196,,,,,,,305506
US,0,2020-6-18,76,,,Actual,571.6,111284,,,,,,,0
New York,36,2020-6-19,82,-41.6666666666667,38.3633333333333,Actual,37.2,31624,,,,,,,26161672
Capital District,36001,2020-6-19,77,-37.2222222222222,37.51,Actual,0.4,196,,,,,,,305506
US,0,2020-6-19,77,,,Actual,485,111797,,,,,,,0
New York,36,2020-6-20,83,-29.6666666666667,39.0666666666667,Actual,38.8,31703,,,,,,,26161672
Capital District,36001,2020-6-20,78,-23.2222222222222,38.2777777777778,Actual,0.4,198,,,,,,,305506
US,0,2020-6-20,78,,,Actual,533,122440,,,,,,,0
New York,36,2020-6-21,84,-30,39.7666666666667,Actual,46.4,31739,,,,,,,26161672
Capital District,36001,2020-6-21,79,-21.7777777777778,39.06,Actual,0.6,198,,,,,,,305506
US,0,2020-6-21,79,,,Actual,560.6,122723,,,,,,,0
New York,36,2020-6-22,85,-42,40.3466666666667,Actual,47.6,31773,,,,,,,26161672
Capital District,36001,2020-6-22,80,-34.6666666666667,39.7133333333333,Actual,0.6,198,,,,,,,305506
US,0,2020-6-22,80,,,Actual,579,123109,,,,,,,0
New York,36,2020-6-23,86,-39.6666666666667,40.95,Actual,40,31835,,,,,,,26161672
Capital District,36001,2020-6-23,81,-33.7777777777778,40.3755555555556,Actual,0.4,199,,,,,,,305506
US,0,2020-6-23,81,,,Actual,567.8,123956,,,,,,,0
New York,36,2020-6-24,87,-38.6666666666667,41.5633333333333,Actual,36.4,31862,,,,,,,26161672
Capital District,36001,2020-6-24,82,-33,41.0455555555556,Actual,0.4,199,,,,,,,305506
US,0,2020-6-24,82,,,Actual,633.4,124720,,,,,,,0
New York,36,2020-6-25,88,-38.6666666666667,42.1766666666667,Actual,33,31903,,,,,,,26161672
Capital District,36001,2020-6-25,83,-33.1111111111111,41.7144444444444,Actual,0.4,200,,,,,,,305506
US,0,2020-6-25,83,,,Actual,656.2,125279,,,,,,,0
New York,36,2020-6-26,89,-39.3333333333333,42.7833333333333,Actual,21.6,31921,,,,,,,26161672
Capital District,36001,2020-6-26,84,-36.1111111111111,42.3533333333333,Actual,0.2,200,,,,,,,305506
US,0,2020-6-26,84,,,Actual,537,125890,,,,,,,0
New York,36,2020-6-27,90,-31,43.4733333333333,Actual,19.8,31938,,,,,,,26161672
Capital District,36001,2020-6-27,85,-25.3333333333333,43.1,Actual,0.2,200,,,,,,,305506
US,0,2020-6-27,85,,,Actual,457,126390,,,,,,,0
New York,36,2020-6-28,91,-27.6666666666667,44.1966666666667,Actual,25.8,31943,,,,,,,26161672
Capital District,36001,2020-6-28,86,-23.3333333333333,43.8666666666667,Actual,0,200,,,,,,,305506
US,0,2020-6-28,86,,,Actual,491.8,126641,,,,,,,0
New York,36,2020-6-29,92,-38.3333333333333,44.8133333333333,Actual,24.4,31961,,,,,,,26161672
Capital District,36001,2020-6-29,87,-33.6666666666667,44.53,Actual,0,200,,,,,,,305506
US,0,2020-6-29,87,,,Actual,507,127005,,,,,,,0
New York,36,2020-6-30,93,-37.3333333333333,45.44,Actual,25.2,32032,,,,,,,26161672
Capital District,36001,2020-6-30,88,-34.3333333333333,45.1866666666667,Actual,0,200,,,,,,,305506
US,0,2020-6-30,88,,,Actual,551.6,127738,,,,,,,0
New York,36,2020-7-1,94,-36.6666666666667,46.0733333333333,Actual,38.8,32043,,,,,,,26161672
Capital District,36001,2020-7-1,89,-30.3333333333333,45.8833333333333,Actual,0.4,200,,,,,,,305506
US,0,2020-7-1,89,,,Actual,632,128425,,,,,,,0
New York,36,2020-7-2,95,-34.3333333333333,46.73,Actual,39.2,32064,,,,,,,26161672
Capital District,36001,2020-7-2,90,-29.1111111111111,46.5922222222222,Actual,0.4,200,,,,,,,305506
US,0,2020-7-2,90,,,Actual,613.4,129148,,,,,,,0
New York,36,2020-7-3,96,-44.3333333333333,47.2866666666667,Actual,34.8,32137,,,,,,,26161672
Capital District,36001,2020-7-3,91,-46.4444444444444,47.1277777777778,Actual,1,202,,,,,,,305506
US,0,2020-7-3,91,,,Actual,527,129801,,,,,,,0
New York,36,2020-7-4,97,-39.3333333333333,47.8933333333333,Actual,35.2,32157,,,,,,,26161672
Capital District,36001,2020-7-4,92,-41.5555555555556,47.7122222222222,Actual,1,202,,,,,,,305506
US,0,2020-7-4,92,,,Actual,459.8,130072,,,,,,,0
New York,36,2020-7-5,98,-30,48.5933333333333,Actual,35.8,32206,,,,,,,26161672
Capital District,36001,2020-7-5,93,-25.3333333333333,48.4588888888889,Actual,1,205,,,,,,,305506
US,0,2020-7-5,93,,,Actual,560,130373,,,,,,,0
New York,36,2020-7-6,99,-40.3333333333333,49.19,Actual,22.8,32219,,,,,,,26161672
Capital District,36001,2020-7-6,94,-32.3333333333333,49.1355555555556,Actual,0.6,205,,,,,,,305506
US,0,2020-7-6,94,,,Actual,599.2,130724,,,,,,,0
New York,36,2020-7-7,100,-38,49.81,Actual,25.2,32243,,,,,,,26161672
Capital District,36001,2020-7-7,95,-32.6666666666667,49.8088888888889,Actual,0.6,205,,,,,,,305506
US,0,2020-7-7,95,,,Actual,747.2,131948,,,,,,,0
New York,36,2020-7-8,101,-38.3333333333333,50.4266666666667,Actual,25,32251,,,,,,,26161672
Capital District,36001,2020-7-8,96,-35.4444444444444,50.4544444444444,Actual,0,205,,,,,,,305506
US,0,2020-7-8,96,,,Actual,852.6,132797,,,,,,,0
New York,36,2020-7-9,102,-36.6666666666667,51.06,Actual,24.8,32283,,,,,,,26161672
Capital District,36001,2020-7-9,97,-33,51.1244444444444,Actual,0,205,,,,,,,305506
US,0,2020-7-9,97,,,Actual,920.2,133808,,,,,,,0
New York,36,2020-7-10,103,-44.6666666666667,51.6133333333333,Actual,21.4,32331,,,,,,,26161672
Capital District,36001,2020-7-10,98,-38.6666666666667,51.7377777777778,Actual,0,205,,,,,,,305506
US,0,2020-7-10,98,,,Actual,765.2,134636,,,,,,,0
New York,36,2020-7-11,104,-28,52.3333333333333,Actual,28.8,32343,,,,,,,26161672
Capital District,36001,2020-7-11,99,-24,52.4977777777778,Actual,0,205,,,,,,,305506
US,0,2020-7-11,99,,,Actual,673,135325,,,,,,,0
New York,36,2020-7-12,105,-24.6666666666667,53.0866666666667,Actual,25,32350,,,,,,,26161672
Capital District,36001,2020-7-12,100,-19.8888888888889,53.2988888888889,Actual,0,205,,,,,,,305506
US,0,2020-7-12,100,,,Actual,655.4,135774,,,,,,,0
New York,36,2020-7-13,106,-37.6666666666667,53.71,Actual,19.2,32395,,,,,,,26161672
Capital District,36001,2020-7-13,101,-32.6666666666667,53.9722222222222,Actual,0,205,,,,,,,305506
US,0,2020-7-13,101,,,Actual,683,136162,,,,,,,0
New York,36,2020-7-14,107,-36,54.35,Actual,20.6,32408,,,,,,,26161672
Capital District,36001,2020-7-14,102,-32.4444444444444,54.6477777777778,Actual,0,205,,,,,,,305506
US,0,2020-7-14,102,,,Actual,735.6,137085,,,,,,,0
New York,36,2020-7-15,108,-35.3333333333333,54.9966666666667,Actual,22.6,32427,,,,,,,26161672
Capital District,36001,2020-7-15,103,-32.5555555555556,55.3222222222222,Actual,0,205,,,,,,,305506
US,0,2020-7-15,103,,,Actual,829.6,138051,,,,,,,0
New York,36,2020-7-16,109,-36.6666666666667,55.63,Actual,16.6,32446,,,,,,,26161672
Capital District,36001,2020-7-16,104,-33.5555555555556,55.9866666666667,Actual,0,205,,,,,,,305506
US,0,2020-7-16,104,,,Actual,925,139003,,,,,,,0
New York,36,2020-7-17,110,-38,56.25,Actual,17.4,32463,,,,,,,26161672
Capital District,36001,2020-7-17,105,-37.2222222222222,56.6144444444444,Actual,0,205,,,,,,,305506
US,0,2020-7-17,105,,,Actual,829.4,139922,,,,,,,0
New York,36,2020-7-18,111,-25.6666666666667,56.9933333333333,Actual,15.8,32478,,,,,,,26161672
Capital District,36001,2020-7-18,106,-20.5555555555556,57.4088888888889,Actual,0,205,,,,,,,305506
US,0,2020-7-18,106,,,Actual,738.8,140787,,,,,,,0
New York,36,2020-7-19,112,-27.3333333333333,57.72,Actual,14.8,32495,,,,,,,26161672
Capital District,36001,2020-7-19,107,-24.8888888888889,58.16,Actual,0,205,,,,,,,305506
US,0,2020-7-19,107,,,Actual,769.200000000001,141232,,,,,,,0
New York,36,2020-7-20,113,-38,58.34,Actual,19,32506,,,,,,,26161672
Capital District,36001,2020-7-20,108,-33.2222222222222,58.8277777777778,Actual,0.2,205,,,,,,,305506
US,0,2020-7-20,108,,,Actual,827,141745,,,,,,,0
New York,36,2020-7-21,114,-36.6666666666667,58.9733333333333,Actual,23.2,32520,,,,,,,26161672
Capital District,36001,2020-7-21,109,-32.5555555555556,59.5022222222222,Actual,0.2,205,,,,,,,305506
US,0,2020-7-21,109,,,Actual,878,142849,,,,,,,0
New York,36,2020-7-22,115,-37.3333333333333,59.6,Actual,20.2,32558,,,,,,,26161672
